Player_initial_last,tournament id,player id,DK_Hole_FP,DK_Streak_Bonus_FP,FD_Hole_FP,FD_Streak_Bonus_FP,player,tournament name,date,season,final position,DK_Finish_FP,FD_Finish_FP,DK_Total_FP,FD_Total_FP,major,made_cut,course,Finish,Score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
S. Saunders,401025246,1613,27.5,0,21.7,6.2,Sam Saunders,RBC Heritage,4/15/2018,2018,NA,0,0,27.5,27.9,0,0,"Harbour Town - Hilton Head, SC",CUT,2,-1.24,0.94,0.03,-0.84,0.12,-1.11
S. Saunders,401025249,1613,70.5,0,63.4,25.4,Sam Saunders,Wells Fargo Championship,5/6/2018,2018,9,8,7,78.5,95.8,0,1,"Quail Hollow - Charlotte, NC",T9,-5,1.33,-0.12,0.62,0.33,0.84,2.17
S. Saunders,401025251,1613,38,3,34.1,16.4,Sam Saunders,AT&T Byron Nelson,5/20/2018,2018,NA,0,0,41,50.5,0,0,"Trinity Forest - Dallas, TX",CUT,-3,0.53,0.26,-0.51,-0.41,-0.66,-0.12
S. Saunders,401025252,1613,15.5,0,10.8,0,Sam Saunders,Fort Worth Invitational,5/27/2018,2018,NA,0,0,15.5,10.8,0,0,"Colonial - Ft. Worth, TX",NA,NA,NA,NA,NA,NA,NA,NA
S. Saunders,401025254,1613,26,0,20.6,10.6,Sam Saunders,FedEx St. Jude Classic,6/10/2018,2018,NA,0,0,26,31.2,0,0,"TPC Southwind, Memphis, TN",CUT,2,-0.71,0.45,0.83,-0.92,0.36,-0.35
S. Saunders,401025256,1613,68,3,59.5,20.4,Sam Saunders,Travelers Championship,6/24/2018,2018,47,1,0,72,79.9,0,1,"TPC River Highlands - Cromwell, CT",T47,-3,-0.23,-0.28,0.16,0.53,0.41,0.19
S. Saunders,401025258,1613,75,0,67.7,24.8,Sam Saunders,John Deere Classic,7/15/2018,2018,60,0,0,75,92.5,0,1,"TPC Deere Run - Silvis, IL",T60,-7,0.42,-0.5,-0.91,0.93,-0.48,-0.06
S. Saunders,401025260,1613,33,0,26.5,9.2,Sam Saunders,RBC Canadian Open,7/29/2018,2018,NA,0,0,33,35.7,0,0,"Glen Abbey - Oakville, Ontario, Canada",CUT,2,-0.24,-0.93,-1.55,0.32,-2.16,-2.4
S. Saunders,401025262,1613,74.5,0,71.5,20.4,Sam Saunders,Barracuda Championship,8/5/2018,2018,NA,0,0,74.5,91.9,0,0,"Montreux - Reno, NV",NA,NA,NA,NA,NA,NA,NA,NA
S. Saunders,401025264,1613,70,6,66.2,20.5,Sam Saunders,Wyndham Championship,8/29/2018,2018,45,1,0,77,86.7,0,1,"Sedgefield - Greensboro, NC",T45,-8,0.36,0.05,-0.09,0.08,0.04,0.4
S. Saunders,401025265,1613,61,3,55.1,20.8,Sam Saunders,The Northern Trust,8/26/2018,2018,60,0,0,64,75.9,0,1,"Ridgewood - Paramus, NJ",T60,-1,-0.01,-0.01,-0.74,0.41,-0.35,-0.36
S. Saunders,401025270,1613,22,0,14.6,10,Sam Saunders,Quicken Loans National,7/1/2018,2018,NA,0,0,22,24.6,0,0,"TPC Potomac - Potomac, MD",CUT,6,-0.9,-0.96,-0.88,-0.31,-2.15,-3.05
S. Saunders,401056252,1613,33,3,31.3,4.3,Sam Saunders,Safeway Open,10/7/2018,2019,NA,0,0,36,35.6,0,0,"Silverado - Napa, CA",T78,-1,1.09,0.06,-1.61,-0.31,-1.86,-0.77
S. Saunders,401056503,1613,69.5,0,66.7,15.4,Sam Saunders,Sanderson Farms Championship,10/28/2018,2019,26,3,2,72.5,84.1,0,1,"Country Club of Jackson - Jackson, MS",T26,-8,-0.68,-0.11,1.07,0.77,1.73,1.05
S. Saunders,401056505,1613,8.5,0,4.7,5.6,Sam Saunders,Mayakoba Golf Classic,11/11/2018,2019,NA,0,0,8.5,10.3,0,0,"El Camaleon - Playa del Carmen, Mexico",NA,NA,NA,NA,NA,NA,NA,NA
S. Saunders,401056506,1613,71,3,65.3,29.8,Sam Saunders,The RSM Classic,11/18/2018,2019,59,0,0,74,95.1,0,1,"Sea Island - Sea Island, GA",T59,-7,-1.31,-0.01,1.25,-0.52,0.72,-0.59
S. Saunders,401056511,1613,47.5,0,47.3,8.6,Sam Saunders,Desert Classic,1/20/2019,2019,NA,0,0,47.5,55.9,0,0,"La Quinta CC - La Quinta, CA",CUT,-5,-2.72,-0.82,-2.13,-1.27,-4.22,-6.94
S. Saunders,401056512,1613,29.5,0,27.2,5,Sam Saunders,Farmers Insurance Open,2/27/2019,2019,NA,0,0,29.5,32.2,0,0,"Torrey Pines - La Jolla, CA",CUT,-1,-0.05,-1.03,-0.1,0.81,-0.32,-0.37
S. Saunders,401056514,1613,61.5,0,57,29.6,Sam Saunders,AT&T Pebble Beach Pro-Am,2/11/2019,2019,38,2,1,63.5,87.6,0,1,"Spyglass Hill - Pebble Beach, CA",T38,-5,1.11,-0.54,1.68,-0.99,0.15,1.26
S. Saunders,401056515,1613,22,0,19.4,0,Sam Saunders,Genesis Open,2/14/2019,2019,NA,0,0,22,19.4,0,0,"Riviera - Pacific Palisades, CA",CUT,2,0.29,-1.48,0.06,0.16,-1.26,-0.97
S. Saunders,401056520,1613,54,3,46.7,11.8,Sam Saunders,The Honda Classic,3/3/2019,2019,36,2,1,59,59.5,0,1,"PGA National - Palm Beach Gardens, FL",T36,1,0.43,0.04,0.51,-0.28,0.27,0.7
S. Saunders,401056521,1613,49.5,3,41,0.9,Sam Saunders,Arnold Palmer Invitational Pres. by Mastercard,3/10/2019,2019,63,0,0,52.5,41.9,0,1,"Bay Hill - Orlando, FL",T63,5,-0.77,-0.36,0.21,-0.01,-0.16,-0.93
S. Saunders,401056522,1613,20.5,0,15.9,5,Sam Saunders,The Players Championship,3/17/2019,2019,NA,0,0,20.5,20.9,0,0,"TPC Sawgrass - Ponte Vedra Beach, FL",CUT,4,-0.49,-0.61,-0.32,-1,-1.94,-2.42
S. Saunders,401056523,1613,49.5,0,43.6,5.6,Sam Saunders,Valspar Championship,3/24/2019,2019,46,1,0,50.5,49.2,0,1,"Innisbrook - Palm Harbor, FL",T46,3,-0.15,0.36,0.34,-0.4,0.31,0.16
S. Saunders,401056526,1613,62.5,3,58.4,1.8,Sam Saunders,Valero Texas Open,4/7/2019,2019,42,1,0,66.5,60.2,0,1,"TPC San Antonio - San Antonio, TX",T42,-5,0.07,0.08,-0.05,0.28,0.32,0.38
S. Saunders,401056528,1613,25,0,19.1,10,Sam Saunders,RBC Heritage,4/21/2019,2019,NA,0,0,25,29.1,0,0,"Harbour Town - Hilton Head, SC",CUT,3,-0.8,-0.16,-1.26,0.78,-0.64,-1.43
S. Saunders,401056548,1613,91.5,14,86.8,26.4,Sam Saunders,John Deere Classic,7/14/2019,2019,10,7,6,112.5,119.2,0,1,"TPC Deere Run - Silvis, IL",T10,-15,0.3,0.28,1.18,0.36,1.81,2.11
S. Saunders,401056549,1613,55,0,43.5,20.8,Sam Saunders,Travelers Championship,6/23/2019,2019,70,0,0,55,64.3,0,1,"TPC River Highlands - Cromwell, CT",70,6,-0.05,-0.74,-0.3,-0.56,-1.61,-1.66
S. Saunders,401056550,1613,21,0,15.5,10,Sam Saunders,Wells Fargo Championship,5/5/2019,2019,NA,0,0,21,25.5,0,0,"Quail Hollow - Charlotte, NC",CUT,5,0,-0.3,-0.78,-0.33,-1.41,-1.41
S. Saunders,401056551,1613,21.5,0,17.4,10,Sam Saunders,AT&T Byron Nelson,5/12/2019,2019,NA,0,0,21.5,27.4,0,0,"Trinity Forest - Dallas, TX",CUT,3,0.08,-1.37,-0.74,-0.1,-2.22,-2.14
S. Saunders,401056555,1613,25,0,21.5,5.6,Sam Saunders,RBC Canadian Open,6/9/2019,2019,NA,0,0,25,27.1,0,0,"Hamilton - Hamilton, Ontario, Canada",CUT,1,0.23,-1.28,-0.35,0.38,-1.25,-1.02
S. Saunders,401056557,1613,35.5,0,31.5,15.2,Sam Saunders,Rocket Mortgage Classic,6/30/2019,2019,NA,0,0,35.5,46.7,0,0,"Detroit Golf Club - Detroit, MI",NA,NA,NA,NA,NA,NA,NA,NA
S. Saunders,401056558,1613,86,9,80.9,27.7,Sam Saunders,3M Open,7/7/2019,2019,23,4,3,99,111.6,0,1,"TPC Twin Cities - Blaine, MN",T23,-13,0.07,1.09,0.8,-0.47,1.43,1.5
S. Stallings,3743,3378,36,0,33.4,5.2,Scott Stallings,CareerBuilder Challenge,1/21/2018,2018,NA,0,0,36,38.6,0,0,"PGA West - La Quinta, CA",NA,NA,NA,NA,NA,NA,NA,NA
S. Stallings,3744,3378,75,0,70.1,18.6,Scott Stallings,Waste Management Phoenix Open,2/4/2018,2018,23,4,3,79,91.7,0,1,"TPC Scottsdale - Scottsdale, AZ",T23,-9,0.57,0.41,0.07,0.46,0.94,1.51
S. Stallings,3745,3378,71.5,0,69.7,12,Scott Stallings,AT&T Pebble Beach Pro-Am,2/11/2018,2018,7,10,10,81.5,91.7,0,1,"Pebble Beach - Pebble Beach, CA",7,-12,1.24,0.74,1.18,-0.47,1.45,2.68
S. Stallings,3746,3378,26.5,3,22.7,20.8,Scott Stallings,Farmers Insurance Open,1/30/2018,2018,NA,0,0,29.5,43.5,0,0,"Torrey Pines - La Jolla, CA",CUT,2,-2.34,-1.07,-0.21,0.24,-1.04,-3.38
S. Stallings,3748,3378,77,3,72.1,33.8,Scott Stallings,Genesis Open,2/18/2018,2018,4,16,16,96,121.9,0,1,"Riviera - Pacific Palisades, CA",T4,-9,1.56,-0.05,0.72,0.6,1.27,2.83
S. Stallings,3749,3378,47,0,41,20.2,Scott Stallings,The Honda Classic,2/25/2018,2018,29,3,2,50,63.2,0,1,"PGA National - Palm Beach Gardens, FL",T29,4,0.46,0.21,0.7,-0.31,0.59,1.04
S. Stallings,3750,3378,26,0,20.6,10.2,Scott Stallings,Arnold Palmer Invitational Pres. by Mastercard,3/18/2018,2018,NA,0,0,26,30.8,0,0,"Bay Hill - Orlando, FL",CUT,2,-0.06,0.84,-0.51,-1.15,-0.81,-0.87
S. Stallings,3756,3378,37,0,33.6,5.6,Scott Stallings,Houston Open,4/1/2018,2018,NA,0,0,37,39.2,0,0,"Redstone Golf Club, Houston, TX",T80,-1,0.55,-0.58,-1.18,0.3,-1.46,-0.91
S. Stallings,3763,3378,61.5,0,54.5,15.2,Scott Stallings,Sanderson Farms Championship,10/29/2017,2018,43,1,0,62.5,69.7,0,1,"Country Club of Jackson - Jackson, MS",T43,-2,-1.48,0.03,2.06,-0.2,1.89,0.41
S. Stallings,3768,3378,59,0,51.9,19.6,Scott Stallings,Shriners Hospital for Children Open,11/5/2017,2018,41,1,0,60,71.5,0,1,"TPC Summerlin - Las Vegas, NV",T41,-1,0.8,0.14,-0.45,0.23,-0.08,0.72
S. Stallings,3771,3378,55,0,50.7,15.8,Scott Stallings,Valspar Championship,3/11/2018,2018,31,2,1,57,67.5,0,1,"Innisbrook - Palm Harbor, FL",T31,-1,-0.3,0.4,0.8,0.06,1.27,0.96
S. Stallings,3777,3378,27,0,24.6,5,Scott Stallings,Safeway Open,10/8/2017,2018,NA,0,0,27,29.6,0,0,"Silverado - Napa, CA",CUT,E,0.46,-1.08,0.45,-0.33,-0.97,-0.5
S. Stallings,3780,3378,65,3,61,19.9,Scott Stallings,CIMB Classic,10/15/2017,2018,39,2,1,70,81.9,0,1,"Kuala Lumpur - Kuala Lumpur, Malaysia",NA,NA,NA,NA,NA,NA,NA,NA
S. Stallings,3781,3378,67.5,0,57.6,26.6,Scott Stallings,The RSM Classic,11/19/2017,2018,68,0,0,67.5,84.2,0,1,"Sea Island - Sea Island, GA",T68,-1,-0.3,-1.27,0.06,-0.4,-1.61,-1.91
S. Stallings,401025246,3378,56.5,0,49.3,19.6,Scott Stallings,RBC Heritage,4/15/2018,2018,55,0,0,56.5,68.9,0,1,"Harbour Town - Hilton Head, SC",T55,E,-0.73,0.85,0.75,-1.05,0.56,-0.17
S. Stallings,401025249,3378,16,0,7.9,5.6,Scott Stallings,Wells Fargo Championship,5/6/2018,2018,NA,0,0,16,13.5,0,0,"Quail Hollow - Charlotte, NC",CUT,10,-0.35,0.6,-2.04,-1.54,-2.98,-3.33
S. Stallings,401025250,3378,18.5,0,12.9,5,Scott Stallings,The Players Championship,5/13/2018,2018,NA,0,0,18.5,17.9,0,0,"TPC Sawgrass - Ponte Vedra Beach, FL",CUT,6,-1.58,-1.46,-0.3,-0.02,-1.78,-3.36
S. Stallings,401025252,3378,28,0,21.3,10.2,Scott Stallings,Fort Worth Invitational,5/27/2018,2018,NA,0,0,28,31.5,0,0,"Colonial - Ft. Worth, TX",NA,NA,NA,NA,NA,NA,NA,NA
S. Stallings,401025254,3378,61,0,56.1,10.6,Scott Stallings,FedEx St. Jude Classic,6/10/2018,2018,30,3,2,64,68.7,0,1,"TPC Southwind, Memphis, TN",T30,-3,-1.09,0.08,1.14,1.07,2.29,1.2
S. Stallings,401025255,3378,15.5,0,6,15,Scott Stallings,U.S. Open,6/17/2018,2018,NA,0,0,15.5,21,1,0,"Shinnecock - Southampton, NY",NA,NA,NA,NA,NA,NA,NA,NA
S. Stallings,401025256,3378,68,0,61.9,23.6,Scott Stallings,Travelers Championship,6/24/2018,2018,38,2,1,70,86.5,0,1,"TPC River Highlands - Cromwell, CT",T38,-5,-0.35,-0.75,1.27,0.51,1.04,0.69
S. Stallings,401025258,3378,31.5,0,28.9,0.6,Scott Stallings,John Deere Classic,7/15/2018,2018,NA,0,0,31.5,29.5,0,0,"TPC Deere Run - Silvis, IL",CUT,-2,-0.79,-0.4,0.66,0.27,0.54,-0.25
S. Stallings,401025260,3378,74,3,69.9,20,Scott Stallings,RBC Canadian Open,7/29/2018,2018,45,1,0,78,89.9,0,1,"Glen Abbey - Oakville, Ontario, Canada",T45,-9,0.16,-0.21,1.96,-1.29,0.46,0.61
S. Stallings,401025262,3378,77,3,72.1,28.8,Scott Stallings,Barracuda Championship,8/5/2018,2018,22,4,3,84,103.9,0,1,"Montreux - Reno, NV",NA,NA,NA,NA,NA,NA,NA,NA
S. Stallings,401025264,3378,27.5,3,26.5,0.9,Scott Stallings,Wyndham Championship,8/29/2018,2018,NA,0,0,30.5,27.4,0,0,"Sedgefield - Greensboro, NC",CUT,-2,-0.05,0,-1.26,1.51,0.25,0.2
S. Stallings,401025265,3378,70.5,0,64.5,9.6,Scott Stallings,The Northern Trust,8/26/2018,2018,28,3,2,73.5,76.1,0,1,"Ridgewood - Paramus, NJ",T28,-6,0.26,0.46,0.43,-0.26,0.63,0.89
S. Stallings,401025266,3378,60,0,55.9,30.2,Scott Stallings,Dell Technologies Championship,9/3/2018,2018,49,1,0,61,86.1,0,1,"TPC Boston - Norton, MA",T49,-3,0.24,-0.05,-0.66,0.32,-0.39,-0.15
S. Stallings,401025270,3378,25.5,0,21.1,4.6,Scott Stallings,Quicken Loans National,7/1/2018,2018,NA,0,0,25.5,25.7,0,0,"TPC Potomac - Potomac, MD",CUT,2,-0.19,0.17,-0.96,-0.07,-0.86,-1.05
S. Stallings,401056500,3378,47.5,6,38,5.5,Scott Stallings,CIMB Classic,10/14/2018,2019,75,0,0,53.5,43.5,0,1,"TPC Kuala Lumpur - Kuala Lumpur, Malaysia",NA,NA,NA,NA,NA,NA,NA,NA
S. Stallings,401056503,3378,73,6,64.6,10.4,Scott Stallings,Sanderson Farms Championship,10/28/2018,2019,39,2,1,81,76,0,1,"Country Club of Jackson - Jackson, MS",T39,-6,-0.12,-0.14,0.45,0.37,0.67,0.55
S. Stallings,401056504,3378,71,3,62.9,25.4,Scott Stallings,Shriners Hospital for Children Open,11/4/2018,2019,69,0,0,74,88.3,0,1,"TPC Summerlin - Las Vegas, NV",T69,-4,-0.43,-0.58,0.33,-0.1,-0.35,-0.78
S. Stallings,401056506,3378,29,3,22.8,5.8,Scott Stallings,The RSM Classic,11/18/2018,2019,NA,0,0,32,28.6,0,0,"Sea Island - Sea Island, GA",CUT,2,-3.44,-1.3,1.22,-1.34,-1.42,-4.86
S. Stallings,401056511,3378,41,3,41,6.4,Scott Stallings,Desert Classic,1/20/2019,2019,NA,0,0,44,47.4,0,0,"La Quinta CC - La Quinta, CA",CUT,-7,-3.03,-0.64,0.51,0.23,0.09,-2.94
S. Stallings,401056512,3378,65.5,3,60.6,17,Scott Stallings,Farmers Insurance Open,2/27/2019,2019,43,1,0,69.5,77.6,0,1,"Torrey Pines - La Jolla, CA",T43,-5,-0.17,-0.28,0.93,-0.06,0.59,0.43
S. Stallings,401056513,3378,26,0,20.7,14.6,Scott Stallings,Waste Management Phoenix Open,2/3/2019,2019,NA,0,0,26,35.3,0,0,"TPC Scottsdale - Scottsdale, AZ",CUT,3,-0.87,-0.65,-0.5,0.03,-1.13,-2
S. Stallings,401056514,3378,85.5,6,81.2,26.3,Scott Stallings,AT&T Pebble Beach Pro-Am,2/11/2019,2019,3,18,18,109.5,125.5,0,1,"Spyglass Hill - Pebble Beach, CA",3,-15,-0.35,1.53,2.98,-0.13,4.39,4.04
S. Stallings,401056515,3378,29.5,0,21,6.2,Scott Stallings,Genesis Open,2/14/2019,2019,NA,0,0,29.5,27.2,0,0,"Riviera - Pacific Palisades, CA",CUT,3,-0.68,-0.66,-0.09,-0.04,-0.79,-1.47
S. Stallings,401056521,3378,63.5,0,55.2,28.6,Scott Stallings,Arnold Palmer Invitational Pres. by Mastercard,3/10/2019,2019,40,2,1,65.5,84.8,0,1,"Bay Hill - Orlando, FL",T40,-1,0.48,-0.06,0.67,-0.52,0.1,0.57
S. Stallings,401056522,3378,30.5,0,26.3,6.8,Scott Stallings,The Players Championship,3/17/2019,2019,NA,0,0,30.5,33.1,0,0,"TPC Sawgrass - Ponte Vedra Beach, FL",CUT,E,-0.62,0.09,0.11,0,0.19,-0.42
S. Stallings,401056523,3378,69,0,62.4,44.4,Scott Stallings,Valspar Championship,3/24/2019,2019,9,8,7,77,113.8,0,1,"Innisbrook - Palm Harbor, FL",T9,-4,0.38,0.55,0.85,0.13,1.53,1.91
S. Stallings,401056526,3378,74.5,0,69.5,25.4,Scott Stallings,Valero Texas Open,4/7/2019,2019,23,4,3,78.5,97.9,0,1,"TPC San Antonio - San Antonio, TX",T23,-8,0.6,-0.25,0.33,0.45,0.54,1.13
S. Stallings,401056528,3378,60.5,0,51.8,15.2,Scott Stallings,RBC Heritage,4/21/2019,2019,48,1,0,61.5,67,0,1,"Harbour Town - Hilton Head, SC",T48,1,-0.32,0.24,0.08,-0.04,0.29,-0.03
S. Stallings,401056548,3378,87,8,82.3,35,Scott Stallings,John Deere Classic,7/14/2019,2019,18,5,4,100,121.3,0,1,"TPC Deere Run - Silvis, IL",T18,-13,0.03,-0.36,1.09,0.85,1.58,1.61
S. Stallings,401056549,3378,25,3,21.6,6.2,Scott Stallings,Travelers Championship,6/23/2019,2019,NA,0,0,28,27.8,0,0,"TPC River Highlands - Cromwell, CT",CUT,2,-1.35,0.16,-0.26,-0.07,-0.17,-1.52
S. Stallings,401056550,3378,19.5,0,14.5,10.6,Scott Stallings,Wells Fargo Championship,5/5/2019,2019,NA,0,0,19.5,25.1,0,0,"Quail Hollow - Charlotte, NC",CUT,6,-1.17,-0.38,-0.1,-0.27,-0.75,-1.91
S. Stallings,401056551,3378,29.5,0,27.2,14.6,Scott Stallings,AT&T Byron Nelson,5/12/2019,2019,NA,0,0,29.5,41.8,0,0,"Trinity Forest - Dallas, TX",CUT,-1,0.02,-0.28,-0.44,0.57,-0.16,-0.14
S. Stallings,401056553,3378,21,0,15.5,5.6,Scott Stallings,Charles Schwab Challenge,5/26/2019,2019,NA,0,0,21,21.1,0,0,"Colonial - Ft. Worth, TX",CUT,5,-0.8,0.79,-2.01,0.48,-0.74,-1.55
S. Stallings,401056554,3378,63,0,54.3,14,Scott Stallings,The Memorial Tournament pres. by Nationwide,6/2/2019,2019,48,1,0,64,68.3,0,1,"Muirfield Village - Dublin, OH",T48,E,-0.64,0.7,0.7,-0.71,0.69,0.06
S. Stallings,401056555,3378,19.5,0,16.8,0.6,Scott Stallings,RBC Canadian Open,6/9/2019,2019,NA,0,0,19.5,17.4,0,0,"Hamilton - Hamilton, Ontario, Canada",CUT,3,-1.69,-0.15,-0.34,0.15,-0.33,-2.02
S. Stallings,401056557,3378,68.5,3,63.9,24.5,Scott Stallings,Rocket Mortgage Classic,6/30/2019,2019,64,0,0,71.5,88.4,0,1,"Detroit Golf Club - Detroit, MI",NA,NA,NA,NA,NA,NA,NA,NA
S. Stallings,401056558,3378,39,3,38,10.2,Scott Stallings,3M Open,7/7/2019,2019,NA,0,0,42,48.2,0,0,"TPC Twin Cities - Blaine, MN",MDF,-4,-0.37,-0.32,0.55,0.01,0.24,-0.14
S. Stefani,3743,4643,28.5,0,23.2,5.6,Shawn Stefani,CareerBuilder Challenge,1/21/2018,2018,NA,0,0,28.5,28.8,0,0,"PGA West - La Quinta, CA",NA,NA,NA,NA,NA,NA,NA,NA
S. Stefani,3745,4643,37,0,28,11.2,Shawn Stefani,AT&T Pebble Beach Pro-Am,2/11/2018,2018,NA,0,0,37,39.2,0,0,"Pebble Beach - Pebble Beach, CA",CUT,5,-1.46,0.36,-2.2,0.6,-1.23,-2.69
S. Stefani,3746,4643,32,0,27.4,10.2,Shawn Stefani,Farmers Insurance Open,1/30/2018,2018,NA,0,0,32,37.6,0,0,"Torrey Pines - La Jolla, CA",CUT,E,1.7,-0.81,-0.29,0.01,-1.09,0.61
S. Stefani,3748,4643,21.5,0,17.4,0,Shawn Stefani,Genesis Open,2/18/2018,2018,NA,0,0,21.5,17.4,0,0,"Riviera - Pacific Palisades, CA",CUT,3,0.19,0.3,0.48,-1.31,-0.53,-0.33
S. Stefani,3749,4643,22.5,0,14.1,10,Shawn Stefani,The Honda Classic,2/25/2018,2018,NA,0,0,22.5,24.1,0,0,"PGA National - Palm Beach Gardens, FL",CUT,6,1.24,0.71,-0.21,-1.85,-1.35,-0.1
S. Stefani,3756,4643,71.5,3,69.7,16.7,Shawn Stefani,Houston Open,4/1/2018,2018,24,4,3,78.5,89.4,0,1,"Redstone Golf Club, Houston, TX",T24,-10,1.27,0.23,0.26,-0.61,-0.12,1.15
S. Stefani,3763,4643,75,0,70.2,24.8,Shawn Stefani,Sanderson Farms Championship,10/29/2017,2018,10,7,6,82,101,0,1,"Country Club of Jackson - Jackson, MS",T10,-8,0.83,0.81,0.58,-0.31,1.08,1.91
S. Stefani,3768,4643,47.5,0,38,6.2,Shawn Stefani,Shriners Hospital for Children Open,11/5/2017,2018,68,0,0,47.5,44.2,0,1,"TPC Summerlin - Las Vegas, NV",T68,5,0.02,-0.92,0.07,0.06,-0.8,-0.78
S. Stefani,3776,4643,72,3,69.3,10.8,Shawn Stefani,OHL Classic at Mayakoba,11/12/2017,2018,20,5,4,80,84.1,0,1,"El Camaleon - Playa del Carmen, Mexico",NA,NA,NA,NA,NA,NA,NA,NA
S. Stefani,3777,4643,55.5,6,47.9,7.6,Shawn Stefani,Safeway Open,10/8/2017,2018,65,0,0,61.5,55.5,0,1,"Silverado - Napa, CA",T65,2,0,-0.39,-0.21,-0.03,-0.63,-0.63
S. Stefani,3781,4643,18.5,0,15.3,0,Shawn Stefani,The RSM Classic,11/19/2017,2018,NA,0,0,18.5,15.3,0,0,"Sea Island - Sea Island, GA",CUT,4,-0.58,-0.47,-0.15,0.86,0.24,-0.34
S. Stefani,401025247,4643,19.5,0,14.4,10,Shawn Stefani,Valero Texas Open,4/22/2018,2018,NA,0,0,19.5,24.4,0,0,"TPC San Antonio - San Antonio, TX",CUT,5,-1.79,-0.06,-0.72,0.87,0.09,-1.71
S. Stefani,401025249,4643,56.5,3,50.4,7.1,Shawn Stefani,Wells Fargo Championship,5/6/2018,2018,42,1,0,60.5,57.5,0,1,"Quail Hollow - Charlotte, NC",T42,1,-0.14,0.91,-0.27,0.16,0.8,0.67
S. Stefani,401025251,4643,80.5,3,74.9,19.8,Shawn Stefani,AT&T Byron Nelson,5/20/2018,2018,26,3,2,86.5,96.7,0,1,"Trinity Forest - Dallas, TX",T26,-10,0.6,-0.12,0.52,-0.07,0.34,0.93
S. Stefani,401025252,4643,51,0,47,9,Shawn Stefani,Fort Worth Invitational,5/27/2018,2018,66,0,0,51,56,0,1,"Colonial - Ft. Worth, TX",NA,NA,NA,NA,NA,NA,NA,NA
S. Stefani,401025254,4643,34.5,0,27.4,6.2,Shawn Stefani,FedEx St. Jude Classic,6/10/2018,2018,NA,0,0,34.5,33.6,0,0,"TPC Southwind, Memphis, TN",CUT,1,-1.17,0.41,2.53,-1.63,1.31,0.15
S. Stefani,401025256,4643,29,0,22.9,20.8,Shawn Stefani,Travelers Championship,6/24/2018,2018,NA,0,0,29,43.7,0,0,"TPC River Highlands - Cromwell, CT",CUT,3,0,-1.63,0.69,-0.67,-1.61,-1.61
S. Stefani,401025258,4643,26.5,0,25,5,Shawn Stefani,John Deere Classic,7/15/2018,2018,NA,0,0,26.5,30,0,0,"TPC Deere Run - Silvis, IL",CUT,-1,-1.2,0.58,-0.63,0.5,0.45,-0.75
S. Stefani,401025260,4643,84,0,80.4,48.4,Shawn Stefani,RBC Canadian Open,7/29/2018,2018,22,4,3,88,131.8,0,1,"Glen Abbey - Oakville, Ontario, Canada",T22,-12,0.81,-0.11,0.79,-0.12,0.56,1.36
S. Stefani,401025264,4643,76.5,5,74.9,14.4,Shawn Stefani,Wyndham Championship,8/29/2018,2018,24,4,3,85.5,92.3,0,1,"Sedgefield - Greensboro, NC",T24,-12,-0.02,-0.07,0.96,0.53,1.42,1.4
S. Stefani,401025270,4643,16.5,0,9.8,10,Shawn Stefani,Quicken Loans National,7/1/2018,2018,NA,0,0,16.5,19.8,0,0,"TPC Potomac - Potomac, MD",CUT,7,-1.74,-0.74,-0.13,-0.94,-1.81,-3.55
S. Stefani,401025271,4643,83.5,6,80.7,41.5,Shawn Stefani,Barbasol Championship,7/23/2018,2018,34,2,1,91.5,123.2,0,1,"Keene Trace - Nicholasville, KY",T34,-13,0.48,0.43,-0.86,1.02,0.59,1.07
S. Stefani,401056252,4643,17,0,14.2,0,Shawn Stefani,Safeway Open,10/7/2018,2019,NA,0,0,17,14.2,0,0,"Silverado - Napa, CA",CUT,4,-2.24,-0.05,-1.58,0.39,-1.25,-3.48
S. Stefani,401056503,4643,80.5,3,78.6,34.4,Shawn Stefani,Sanderson Farms Championship,10/28/2018,2019,7,10,10,93.5,123,0,1,"Country Club of Jackson - Jackson, MS",T7,-13,0.96,-0.17,0.61,0.9,1.34,2.3
S. Stefani,401056504,4643,34,0,30.4,24.6,Shawn Stefani,Shriners Hospital for Children Open,11/4/2018,2019,NA,0,0,34,55,0,0,"TPC Summerlin - Las Vegas, NV",CUT,-1,0.85,-0.17,-0.6,-0.84,-1.61,-0.76
S. Stefani,401056505,4643,31,0,28.2,9.6,Shawn Stefani,Mayakoba Golf Classic,11/11/2018,2019,NA,0,0,31,37.8,0,0,"El Camaleon - Playa del Carmen, Mexico",NA,NA,NA,NA,NA,NA,NA,NA
S. Stefani,401056506,4643,28,0,26.1,6.2,Shawn Stefani,The RSM Classic,11/18/2018,2019,NA,0,0,28,32.3,0,0,"Sea Island - Sea Island, GA",CUT,-1,2.3,0.47,-1.45,-0.18,-1.16,1.14
S. Stefani,401056511,4643,52.5,3,48.8,11,Shawn Stefani,Desert Classic,1/20/2019,2019,NA,0,0,55.5,59.8,0,0,"La Quinta CC - La Quinta, CA",CUT,-6,-1.22,-0.81,-2.76,0.68,-2.9,-4.12
S. Stefani,401056512,4643,61,0,55,6.4,Shawn Stefani,Farmers Insurance Open,2/27/2019,2019,62,0,0,61,61.4,0,1,"Torrey Pines - La Jolla, CA",T62,-2,-0.56,0.82,0.69,-2.2,-0.68,-1.24
